"[(~a_7-<a_1,d_13),d_13,a_1]","[(a_7-<d_15,a_1,d_13),d_13,a_1,d_15]","[(a_7-<d_15,a_1,d_13),d_13,a_1,d_15]"
"[(~a_7-<a_5,d_14),d_14,(a_5-<a_1),a_1]","[(a_7-<a_5,d_14,d_16),d_16,d_14,(a_5-<a_1),a_1]","[(a_7-<a_5,d_14,d_16),d_16,d_14,(a_5-<a_1),a_1]"
"[(a_7-<a_5),(a_5-<a_1),a_1]","[(~a_7-<a_1,d_13),d_13,a_1]","[(~a_7-<a_1,d_13),d_13,a_1]"
"[(a_7-<a_5),(a_5-<a_1),a_1]","[(~a_7-<a_5,d_14),d_14,(a_5-<a_1),a_1]","[(~a_7-<a_5,d_14),d_14,(a_5-<a_1),a_1]"
arg1,arg2,defeater
"[(a_5-<a_0),a_0]","[(~a_7-<d_15,a_0),a_0,d_15]","[(~a_7-<d_15,a_0),a_0,d_15]"
"[(~a_8-<a_6,d_9),d_9,(a_6-<a_3),a_3]","[(a_8-<a_6,d_9,~d_11),~d_11,d_9,(a_6-<a_3),a_3]","[(a_8-<a_6,d_9,~d_11),~d_11,d_9,(a_6-<a_3),a_3]"
"[(~a_8-<a_6,d_9),d_9,(a_6-<a_3),a_3]","[(a_8-<d_12,a_6,d_9),d_9,(a_6-<a_3),a_3,d_12]","[(a_8-<d_12,a_6,d_9),d_9,(a_6-<a_3),a_3,d_12]"
"[(~a_8-<d_10,a_3),a_3,d_10]","[(a_8-<d_10,a_3,d_13),d_13,a_3,d_10]","[(a_8-<d_10,a_3,d_13),d_13,a_3,d_10]"
"[(a_8-<a_6),(a_6-<a_3),a_3]","[(~a_8-<a_6,d_9),d_9,(a_6-<a_3),a_3]","[(~a_8-<a_6,d_9),d_9,(a_6-<a_3),a_3]"
"[(a_8-<a_6),(a_6-<a_3),a_3]","[(~a_8-<d_10,a_3),a_3,d_10]","[(~a_8-<d_10,a_3),a_3,d_10]"
"[(~a_7-<d_15,a_0),a_0,d_15]","[(a_7-<d_15,d_17,a_0),a_0,d_17,d_15]","[(a_7-<d_15,d_17,a_0),a_0,d_17,d_15]"
"[(a_7<-a_5),(a_5-<a_0),a_0]","[(~a_7-<d_15,a_0),a_0,d_15]","[(~a_7-<d_15,a_0),a_0,d_15]"
"[(a_7-<a_5,d_14,d_16),d_16,d_14,(a_5-<a_0),a_0]","[(~a_7-<d_15,a_0),a_0,d_15]","[(~a_7-<d_15,a_0),a_0,d_15]"
"[(a_7-<a_5,d_14,d_16),d_16,d_14,(a_5-<a_0),a_0]","[(~a_7-<d_15,a_0),a_0,d_15]","[(~a_7-<d_15,a_0),a_0,d_15]"
arg1,arg2,defeater
"[(~a_9-<a_5,~d_10),~d_10,(a_5-<a_6),a_6]","[(a_9-<a_5,~d_10,d_12),d_12,~d_10,(a_5-<a_6),a_6]","[(a_9-<a_5,~d_10,d_12),d_12,~d_10,(a_5-<a_6),a_6]"
"[(~a_9-<a_5,~d_10),~d_10,(a_5-<a_6),a_6]","[(a_9-<a_5,~d_10,d_13),d_13,~d_10,(a_5-<a_6),a_6]","[(a_9-<a_5,~d_10,d_13),d_13,~d_10,(a_5-<a_6),a_6]"
"[(~a_9-<d_11,a_6),a_6,d_11]","[(a_9-<d_11,d_14,a_6),a_6,d_14,d_11]","[(a_9-<d_11,d_14,a_6),a_6,d_14,d_11]"
"[(a_9-<a_5),(a_5-<a_6),a_6]","[(~a_9-<a_5,~d_10),~d_10,(a_5-<a_6),a_6]","[(~a_9-<a_5,~d_10),~d_10,(a_5-<a_6),a_6]"
"[(a_9-<a_5),(a_5-<a_6),a_6]","[(~a_9-<d_11,a_6),a_6,d_11]","[(~a_9-<d_11,a_6),a_6,d_11]"
"[(~a_8-<a_5,d_15),d_15,(a_5-<a_6),a_6]","[(a_8-<a_5,d_15,~d_17),~d_17,d_15,(a_5-<a_6),a_6]","[(a_8-<a_5,d_15,~d_17),~d_17,d_15,(a_5-<a_6),a_6]"
"[(~a_8-<a_5,d_15),d_15,(a_5-<a_6),a_6]","[(a_8-<a_5,d_15,d_18),d_18,d_15,(a_5-<a_6),a_6]","[(a_8-<a_5,d_15,d_18),d_18,d_15,(a_5-<a_6),a_6]"
"[(~a_8-<a_5,d_16),d_16,(a_5-<a_6),a_6]","[(a_8-<a_5,d_19,d_16),d_16,d_19,(a_5-<a_6),a_6]","[(a_8-<a_5,d_19,d_16),d_16,d_19,(a_5-<a_6),a_6]"
"[(a_8-<a_5),(a_5-<a_6),a_6]","[(~a_8-<a_5,d_15),d_15,(a_5-<a_6),a_6]","[(~a_8-<a_5,d_15),d_15,(a_5-<a_6),a_6]"
"[(a_8-<a_5),(a_5-<a_6),a_6]","[(~a_8-<a_5,d_16),d_16,(a_5-<a_6),a_6]","[(~a_8-<a_5,d_16),d_16,(a_5-<a_6),a_6]"
arg1,arg2,defeater
"[(~a_7-<a_3,d_9),d_9,a_3]","[(a_7-<d_11,a_3,d_9),d_9,a_3,d_11]","[(a_7-<d_11,a_3,d_9),d_9,a_3,d_11]"
"[(~a_7-<d_10,a_3),a_3,d_10]","[(a_7-<d_10,d_12,a_3),a_3,d_12,d_10]","[(a_7-<d_10,d_12,a_3),a_3,d_12,d_10]"
"[(a_7-<a_6),(a_6-<a_3),a_3]","[(~a_7-<a_3,d_9),d_9,a_3]","[(~a_7-<a_3,d_9),d_9,a_3]"
"[(a_7-<a_6),(a_6-<a_3),a_3]","[(~a_7-<d_10,a_3),a_3,d_10]","[(~a_7-<d_10,a_3),a_3,d_10]"
"[(~a_8-<a_5,d_13),d_13,(a_5-<a_3),a_3]","[(a_8-<a_5,d_15,d_13),d_13,d_15,(a_5-<a_3),a_3]","[(a_8-<a_5,d_15,d_13),d_13,d_15,(a_5-<a_3),a_3]"
"[(~a_8-<a_3,~d_14),~d_14,a_3]","[(a_8-<d_16,a_3,~d_14),~d_14,a_3,d_16]","[(a_8-<d_16,a_3,~d_14),~d_14,a_3,d_16]"
"[(a_8-<a_5),(a_5-<a_3),a_3]","[(~a_8-<a_5,d_13),d_13,(a_5-<a_3),a_3]","[(~a_8-<a_5,d_13),d_13,(a_5-<a_3),a_3]"
"[(a_8-<a_5),(a_5-<a_3),a_3]","[(~a_8-<a_3,~d_14),~d_14,a_3]","[(~a_8-<a_3,~d_14),~d_14,a_3]"
arg1,arg2,defeater
"[(a_7-<a_2,d_9),d_9,a_2]","[(~a_7-<a_2,d_9,~d_11),~d_11,d_9,a_2]","[(~a_7-<a_2,d_9,~d_11),~d_11,d_9,a_2]"
"[(a_7-<a_2,d_9),d_9,a_2]","[(~a_7-<a_2,d_12,d_9),d_9,d_12,a_2]","[(~a_7-<a_2,d_12,d_9),d_9,d_12,a_2]"
"[(a_7-<a_2,~d_10),~d_10,a_2]","[(~a_7-<a_2,~d_10,d_13),d_13,~d_10,a_2]","[(~a_7-<a_2,~d_10,d_13),d_13,~d_10,a_2]"
"[(a_7-<a_2,~d_10),~d_10,a_2]","[(~a_7-<a_2,d_14,~d_10),~d_10,d_14,a_2]","[(~a_7-<a_2,d_14,~d_10),~d_10,d_14,a_2]"
"[(~a_7-<a_6),(a_6-<a_2),a_2]","[(a_7-<a_2,d_9),d_9,a_2]","[(a_7-<a_2,d_9),d_9,a_2]"
"[(~a_7-<a_6),(a_6-<a_2),a_2]","[(a_7-<a_2,~d_10),~d_10,a_2]","[(a_7-<a_2,~d_10),~d_10,a_2]"
"[(~a_8-<a_5,~d_15),~d_15,(a_5-<a_3),a_3]","[(a_8-<a_5,d_17,~d_15),~d_15,d_17,(a_5-<a_3),a_3]","[(a_8-<a_5,d_17,~d_15),~d_15,d_17,(a_5-<a_3),a_3]"
"[(~a_8-<a_5,~d_15),~d_15,(a_5-<a_3),a_3]","[(a_8-<a_5,d_18,~d_15),~d_15,d_18,(a_5-<a_3),a_3]","[(a_8-<a_5,d_18,~d_15),~d_15,d_18,(a_5-<a_3),a_3]"
"[(~a_8-<a_3,d_16),d_16,a_3]","[(a_8-<d_19,a_3,d_16),d_16,a_3,d_19]","[(a_8-<d_19,a_3,d_16),d_16,a_3,d_19]"
"[(~a_8-<a_3,d_16),d_16,a_3]","[(a_8-<d_20,a_3,d_16),d_16,a_3,d_20]","[(a_8-<d_20,a_3,d_16),d_16,a_3,d_20]"
"[(a_8-<a_5),(a_5-<a_3),a_3]","[(~a_8-<a_5,~d_15),~d_15,(a_5-<a_3),a_3]","[(~a_8-<a_5,~d_15),~d_15,(a_5-<a_3),a_3]"
"[(a_8-<a_5),(a_5-<a_3),a_3]","[(~a_8-<a_3,d_16),d_16,a_3]","[(~a_8-<a_3,d_16),d_16,a_3]"
arg1,arg2,defeater
"[(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(a_7-< ~a_5,d_9),d_9,(~a_5-<a_2),a_2]","[(~a_7-< ~a_5,d_9,~d_11),~d_11,d_9,(~a_5-<a_2),a_2]","[(~a_7-< ~a_5,d_9,~d_11),~d_11,d_9,(~a_5-<a_2),a_2]"
"[(a_7-< ~a_5,d_9),d_9,(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(a_7-< ~a_5,d_10),d_10,(~a_5-<a_2),a_2]","[(~a_7-< ~a_5,d_10,~d_12),~d_12,d_10,(~a_5-<a_2),a_2]","[(~a_7-< ~a_5,d_10,~d_12),~d_12,d_10,(~a_5-<a_2),a_2]"
"[(a_7-< ~a_5,d_10),d_10,(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(~a_7-< ~a_5),(~a_5-<a_2),a_2]","[(a_7-< ~a_5,d_9),d_9,(~a_5-<a_2),a_2]","[(a_7-< ~a_5,d_9),d_9,(~a_5-<a_2),a_2]"
"[(~a_7-< ~a_5),(~a_5-<a_2),a_2]","[(a_7-< ~a_5,d_10),d_10,(~a_5-<a_2),a_2]","[(a_7-< ~a_5,d_10),d_10,(~a_5-<a_2),a_2]"
"[(~a_7-< ~a_5),(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(~a_7-< ~a_5,d_9,~d_11),~d_11,d_9,(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(~a_7-< ~a_5,d_10,~d_12),~d_12,d_10,(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(a_8-<a_2,d_13),d_13,a_2]","[(~a_8-<d_15,a_2,d_13),d_13,a_2,d_15]","[(~a_8-<d_15,a_2,d_13),d_13,a_2,d_15]"
"[(a_8-<a_2,d_13),d_13,a_2]","[(~a_8-<a_2,~d_16,d_13),d_13,~d_16,a_2]","[(~a_8-<a_2,~d_16,d_13),d_13,~d_16,a_2]"
"[(~a_8<- ~a_5),(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(~a_8-< ~a_5,d_14,d_17),d_17,d_14,(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
"[(~a_8-< ~a_5,d_14,d_17),d_17,d_14,(~a_5-<a_2),a_2]","[(a_8-<a_2,d_13),d_13,a_2]","[(a_8-<a_2,d_13),d_13,a_2]"
arg1,arg2,defeater
"[(~a_8-<a_6,d_9),d_9,(a_6-<a_4),a_4]","[(a_8-<a_6,d_9,~d_11),~d_11,d_9,(a_6-<a_4),a_4]","[(a_8-<a_6,d_9,~d_11),~d_11,d_9,(a_6-<a_4),a_4]"
"[(~a_8-<a_6,d_9),d_9,(a_6-<a_4),a_4]","[(a_8-<d_12,a_6,d_9),d_9,(a_6-<a_4),a_4,d_12]","[(a_8-<d_12,a_6,d_9),d_9,(a_6-<a_4),a_4,d_12]"
"[(~a_8-<d_10,a_6),(a_6-<a_4),a_4,d_10]","[(a_8-<d_10,a_6,d_13),d_13,(a_6-<a_4),a_4,d_10]","[(a_8-<d_10,a_6,d_13),d_13,(a_6-<a_4),a_4,d_10]"
"[(~a_8-<d_10,a_6),(a_6-<a_4),a_4,d_10]","[(a_8-<d_10,d_14,a_6),(a_6-<a_4),a_4,d_14,d_10]","[(a_8-<d_10,d_14,a_6),(a_6-<a_4),a_4,d_14,d_10]"
"[(a_8-<a_6),(a_6-<a_4),a_4]","[(~a_8-<a_6,d_9),d_9,(a_6-<a_4),a_4]","[(~a_8-<a_6,d_9),d_9,(a_6-<a_4),a_4]"
"[(a_8-<a_6),(a_6-<a_4),a_4]","[(~a_8-<d_10,a_6),(a_6-<a_4),a_4,d_10]","[(~a_8-<d_10,a_6),(a_6-<a_4),a_4,d_10]"
arg1,arg2,defeater
"[(a_7-<a_4,d_9),d_9,a_4]","[(~a_7-<d_11,a_4,d_9),d_9,a_4,d_11]","[(~a_7-<d_11,a_4,d_9),d_9,a_4,d_11]"
"[(a_7-<a_5,d_10),d_10,(a_5-<a_4),a_4]","[(~a_7-<a_5,d_10,d_12),d_12,d_10,(a_5-<a_4),a_4]","[(~a_7-<a_5,d_10,d_12),d_12,d_10,(a_5-<a_4),a_4]"
"[(~a_7-<a_5),(a_5-<a_4),a_4]","[(a_7-<a_4,d_9),d_9,a_4]","[(a_7-<a_4,d_9),d_9,a_4]"
"[(~a_7-<a_5),(a_5-<a_4),a_4]","[(a_7-<a_5,d_10),d_10,(a_5-<a_4),a_4]","[(a_7-<a_5,d_10),d_10,(a_5-<a_4),a_4]"
"[(~a_8-<a_5,~d_13),~d_13,(a_5-<a_4),a_4]","[(a_8-<a_5,~d_13,~d_15),~d_15,~d_13,(a_5-<a_4),a_4]","[(a_8-<a_5,~d_13,~d_15),~d_15,~d_13,(a_5-<a_4),a_4]"
"[(~a_8-<a_5,~d_13),~d_13,(a_5-<a_4),a_4]","[(a_8-<a_5,~d_13,d_16),d_16,~d_13,(a_5-<a_4),a_4]","[(a_8-<a_5,~d_13,d_16),d_16,~d_13,(a_5-<a_4),a_4]"
"[(~a_8-<a_5,d_14),d_14,(a_5-<a_4),a_4]","[(a_8-<a_5,d_14,d_17),d_17,d_14,(a_5-<a_4),a_4]","[(a_8-<a_5,d_14,d_17),d_17,d_14,(a_5-<a_4),a_4]"
"[(a_8-<a_5),(a_5-<a_4),a_4]","[(~a_8-<a_5,~d_13),~d_13,(a_5-<a_4),a_4]","[(~a_8-<a_5,~d_13),~d_13,(a_5-<a_4),a_4]"
"[(a_8-<a_5),(a_5-<a_4),a_4]","[(~a_8-<a_5,d_14),d_14,(a_5-<a_4),a_4]","[(~a_8-<a_5,d_14),d_14,(a_5-<a_4),a_4]"
arg1,arg2,defeater
"[(~a_10-<a_5,d_11),d_11,(a_5-<a_3),a_3]","[(a_10-<a_5,~d_13,d_11),d_11,~d_13,(a_5-<a_3),a_3]","[(a_10-<a_5,~d_13,d_11),d_11,~d_13,(a_5-<a_3),a_3]"
"[(~a_10-<a_5,~d_12),~d_12,(a_5-<a_3),a_3]","[(a_10-<a_5,~d_12,~d_14),~d_14,~d_12,(a_5-<a_3),a_3]","[(a_10-<a_5,~d_12,~d_14),~d_14,~d_12,(a_5-<a_3),a_3]"
"[(a_10-<a_5),(a_5-<a_3),a_3]","[(~a_10-<a_5,d_11),d_11,(a_5-<a_3),a_3]","[(~a_10-<a_5,d_11),d_11,(a_5-<a_3),a_3]"
"[(a_10-<a_5),(a_5-<a_3),a_3]","[(~a_10-<a_5,~d_12),~d_12,(a_5-<a_3),a_3]","[(~a_10-<a_5,~d_12),~d_12,(a_5-<a_3),a_3]"
"[(~a_8-<d_15,a_9),a_9,d_15]","[(a_8-<d_15,a_9,d_17),d_17,a_9,d_15]","[(a_8-<d_15,a_9,d_17),d_17,a_9,d_15]"
"[(~a_8-<a_9,d_16),d_16,a_9]","[(a_8-<a_9,~d_18,d_16),d_16,~d_18,a_9]","[(a_8-<a_9,~d_18,d_16),d_16,~d_18,a_9]"
"[(a_8-<a_9),a_9]","[(~a_8-<d_15,a_9),a_9,d_15]","[(~a_8-<d_15,a_9),a_9,d_15]"
"[(a_8-<a_9),a_9]","[(~a_8-<a_9,d_16),d_16,a_9]","[(~a_8-<a_9,d_16),d_16,a_9]"
arg1,arg2,defeater
"[(~a_8-<a_6,d_9),d_9,(a_6-<a_2),a_2]","[(a_8-<d_11,a_6,d_9),d_9,(a_6-<a_2),a_2,d_11]","[(a_8-<d_11,a_6,d_9),d_9,(a_6-<a_2),a_2,d_11]"
"[(~a_8-<d_10,a_6),(a_6-<a_2),a_2,d_10]","[(a_8-<d_10,d_12,a_6),(a_6-<a_2),a_2,d_12,d_10]","[(a_8-<d_10,d_12,a_6),(a_6-<a_2),a_2,d_12,d_10]"
"[(a_8-<a_6),(a_6-<a_2),a_2]","[(~a_8-<a_6,d_9),d_9,(a_6-<a_2),a_2]","[(~a_8-<a_6,d_9),d_9,(a_6-<a_2),a_2]"
"[(a_8-<a_6),(a_6-<a_2),a_2]","[(~a_8-<d_10,a_6),(a_6-<a_2),a_2,d_10]","[(~a_8-<d_10,a_6),(a_6-<a_2),a_2,d_10]"
"[(~a_7-<a_6,d_13),d_13,(a_6-<a_2),a_2]","[(a_7-<d_15,a_6,d_13),d_13,(a_6-<a_2),a_2,d_15]","[(a_7-<d_15,a_6,d_13),d_13,(a_6-<a_2),a_2,d_15]"
"[(~a_7-<a_6,d_13),d_13,(a_6-<a_2),a_2]","[(a_7-<a_6,d_13,d_16),d_16,d_13,(a_6-<a_2),a_2]","[(a_7-<a_6,d_13,d_16),d_16,d_13,(a_6-<a_2),a_2]"
"[(~a_7-<d_14,a_6),(a_6-<a_2),a_2,d_14]","[(a_7-<d_14,a_6,d_17),d_17,(a_6-<a_2),a_2,d_14]","[(a_7-<d_14,a_6,d_17),d_17,(a_6-<a_2),a_2,d_14]"
"[(~a_7-<d_14,a_6),(a_6-<a_2),a_2,d_14]","[(a_7-< ~d_18,d_14,a_6),(a_6-<a_2),a_2,d_14,~d_18]","[(a_7-< ~d_18,d_14,a_6),(a_6-<a_2),a_2,d_14,~d_18]"
"[(a_7-<a_6),(a_6-<a_2),a_2]","[(~a_7-<a_6,d_13),d_13,(a_6-<a_2),a_2]","[(~a_7-<a_6,d_13),d_13,(a_6-<a_2),a_2]"
"[(a_7-<a_6),(a_6-<a_2),a_2]","[(~a_7-<d_14,a_6),(a_6-<a_2),a_2,d_14]","[(~a_7-<d_14,a_6),(a_6-<a_2),a_2,d_14]"
arg1,arg2,defeater
"[(~a_8-< ~d_9,a_0),a_0,~d_9]","[(a_8-<d_11,~d_9,a_0),a_0,~d_9,d_11]","[(a_8-<d_11,~d_9,a_0),a_0,~d_9,d_11]"
"[(~a_8-< ~d_10,a_0),a_0,~d_10]","[(a_8-< ~d_10,d_12,a_0),a_0,d_12,~d_10]","[(a_8-< ~d_10,d_12,a_0),a_0,d_12,~d_10]"
"[(a_8-<a_5),(a_5-<a_0),a_0]","[(~a_8-< ~d_9,a_0),a_0,~d_9]","[(~a_8-< ~d_9,a_0),a_0,~d_9]"
"[(a_8-<a_5),(a_5-<a_0),a_0]","[(~a_8-< ~d_10,a_0),a_0,~d_10]","[(~a_8-< ~d_10,a_0),a_0,~d_10]"
"[(~a_7-<a_5,d_13),d_13,(a_5-<a_0),a_0]","[(a_7-<a_5,d_15,d_13),d_13,d_15,(a_5-<a_0),a_0]","[(a_7-<a_5,d_15,d_13),d_13,d_15,(a_5-<a_0),a_0]"
"[(~a_7-<a_5,d_14),d_14,(a_5-<a_0),a_0]","[(a_7-<a_5,d_14,~d_16),~d_16,d_14,(a_5-<a_0),a_0]","[(a_7-<a_5,d_14,~d_16),~d_16,d_14,(a_5-<a_0),a_0]"
"[(a_7-<a_5),(a_5-<a_0),a_0]","[(~a_7-<a_5,d_13),d_13,(a_5-<a_0),a_0]","[(~a_7-<a_5,d_13),d_13,(a_5-<a_0),a_0]"
"[(a_7-<a_5),(a_5-<a_0),a_0]","[(~a_7-<a_5,d_14),d_14,(a_5-<a_0),a_0]","[(~a_7-<a_5,d_14),d_14,(a_5-<a_0),a_0]"
arg1,arg2,defeater
"[(~a_8-< ~a_1,d_9),d_9,~a_1]","[(a_8-<d_11,~a_1,d_9),d_9,~a_1,d_11]","[(a_8-<d_11,~a_1,d_9),d_9,~a_1,d_11]"
"[(~a_8-<d_10,a_6),(a_6-< ~a_1),~a_1,d_10]","[(a_8-<d_10,d_12,a_6),(a_6-< ~a_1),~a_1,d_12,d_10]","[(a_8-<d_10,d_12,a_6),(a_6-< ~a_1),~a_1,d_12,d_10]"
"[(a_8-<a_6),(a_6-< ~a_1),~a_1]","[(~a_8-< ~a_1,d_9),d_9,~a_1]","[(~a_8-< ~a_1,d_9),d_9,~a_1]"
"[(a_8-<a_6),(a_6-< ~a_1),~a_1]","[(~a_8-<d_10,a_6),(a_6-< ~a_1),~a_1,d_10]","[(~a_8-<d_10,a_6),(a_6-< ~a_1),~a_1,d_10]"
arg1,arg2,defeater
"[(~a_6-< ~a_4),~a_4]","[(~a_7-<d_15,~a_4),~a_4,d_15]","[(~a_7-<d_15,~a_4),~a_4,d_15]"
"[(~a_6-< ~a_4),~a_4]","[(~a_7-<d_16,~a_4),~a_4,d_16]","[(~a_7-<d_16,~a_4),~a_4,d_16]"
"[(~a_8-< ~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4]","[(a_8-<d_11,~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4,d_11]","[(a_8-<d_11,~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4,d_11]"
"[(~a_8-< ~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4]","[(a_8-< ~a_6,d_12,~d_9),~d_9,d_12,(~a_6-< ~a_4),~a_4]","[(a_8-< ~a_6,d_12,~d_9),~d_9,d_12,(~a_6-< ~a_4),~a_4]"
"[(~a_8-< ~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4]","[(~a_7-<d_15,~a_4),~a_4,d_15]","[(~a_7-<d_15,~a_4),~a_4,d_15]"
"[(~a_8-< ~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4]","[(~a_7-<d_16,~a_4),~a_4,d_16]","[(~a_7-<d_16,~a_4),~a_4,d_16]"
"[(~a_8-< ~a_6,d_10),d_10,(~a_6-< ~a_4),~a_4]","[(a_8-< ~a_6,d_10,~d_13),~d_13,d_10,(~a_6-< ~a_4),~a_4]","[(a_8-< ~a_6,d_10,~d_13),~d_13,d_10,(~a_6-< ~a_4),~a_4]"
"[(~a_8-< ~a_6,d_10),d_10,(~a_6-< ~a_4),~a_4]","[(a_8-< ~a_6,d_14,d_10),d_10,d_14,(~a_6-< ~a_4),~a_4]","[(a_8-< ~a_6,d_14,d_10),d_10,d_14,(~a_6-< ~a_4),~a_4]"
"[(~a_8-< ~a_6,d_10),d_10,(~a_6-< ~a_4),~a_4]","[(~a_7-<d_15,~a_4),~a_4,d_15]","[(~a_7-<d_15,~a_4),~a_4,d_15]"
"[(~a_8-< ~a_6,d_10),d_10,(~a_6-< ~a_4),~a_4]","[(~a_7-<d_16,~a_4),~a_4,d_16]","[(~a_7-<d_16,~a_4),~a_4,d_16]"
"[(a_8-< ~a_6),(~a_6-< ~a_4),~a_4]","[(~a_8-< ~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4]","[(~a_8-< ~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4]"
"[(a_8-< ~a_6),(~a_6-< ~a_4),~a_4]","[(~a_8-< ~a_6,d_10),d_10,(~a_6-< ~a_4),~a_4]","[(~a_8-< ~a_6,d_10),d_10,(~a_6-< ~a_4),~a_4]"
"[(a_8-< ~a_6),(~a_6-< ~a_4),~a_4]","[(~a_7-<d_15,~a_4),~a_4,d_15]","[(~a_7-<d_15,~a_4),~a_4,d_15]"
"[(a_8-< ~a_6),(~a_6-< ~a_4),~a_4]","[(~a_7-<d_16,~a_4),~a_4,d_16]","[(~a_7-<d_16,~a_4),~a_4,d_16]"
"[(a_8-<d_11,~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4,d_11]","[(~a_7-<d_15,~a_4),~a_4,d_15]","[(~a_7-<d_15,~a_4),~a_4,d_15]"
"[(a_8-<d_11,~a_6,~d_9),~d_9,(~a_6-< ~a_4),~a_4,d_11]","[(~a_7-<d_16,~a_4),~a_4,d_16]","[(~a_7-<d_16,~a_4),~a_4,d_16]"
"[(a_8-< ~a_6,d_12,~d_9),~d_9,d_12,(~a_6-< ~a_4),~a_4]","[(~a_7-<d_15,~a_4),~a_4,d_15]","[(~a_7-<d_15,~a_4),~a_4,d_15]"
"[(a_8-< ~a_6,d_12,~d_9),~d_9,d_12,(~a_6-< ~a_4),~a_4]","[(~a_7-<d_16,~a_4),~a_4,d_16]","[(~a_7-<d_16,~a_4),~a_4,d_16]"
